Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
Kohl's,1189833,11-03-2021,West,California,Los Angeles,Men's Apparel,50.00,500.00,250000.00,137500.00,0.55,Outlet
Kohl's,1189833,12-03-2021,West,California,Los Angeles,Women's Apparel,45.00,700.00,315000.00,63000.00,0.20,Outlet
Kohl's,1189833,13-03-2021,West,California,Los Angeles,Men's Street Footwear,35.00,750.00,262500.00,105000.00,0.40,Outlet
Kohl's,1189833,14-03-2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,650.00,292500.00,73125.00,0.25,Outlet
Kohl's,1189833,15-03-2021,West,California,Los Angeles,Women's Street Footwear,45.00,675.00,303750.00,121500.00,0.40,Outlet
Kohl's,1189833,16-03-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,525.00,236250.00,82687.50,0.35,Outlet
Kohl's,1189833,17-03-2021,West,California,Los Angeles,Men's Apparel,50.00,450.00,225000.00,123750.00,0.55,Outlet
Kohl's,1189833,18-03-2021,West,California,Los Angeles,Women's Apparel,45.00,650.00,292500.00,58500.00,0.20,Outlet
Kohl's,1189833,19-03-2021,West,California,Los Angeles,Men's Street Footwear,35.00,800.00,280000.00,112000.00,0.40,Outlet
Kohl's,1189833,20-03-2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,650.00,292500.00,73125.00,0.25,Outlet
Kohl's,1189833,21-03-2021,West,California,Los Angeles,Women's Street Footwear,45.00,650.00,292500.00,117000.00,0.40,Outlet
Kohl's,1189833,22-03-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,550.00,247500.00,86625.00,0.35,Outlet
Kohl's,1189833,23-03-2021,West,California,Los Angeles,Men's Apparel,50.00,425.00,212500.00,116875.00,0.55,Outlet
Kohl's,1189833,06-04-2021,West,California,Los Angeles,Women's Apparel,45.00,625.00,281250.00,56250.00,0.20,Outlet
Kohl's,1189833,07-04-2021,West,California,Los Angeles,Men's Street Footwear,45.00,800.00,360000.00,144000.00,0.40,Outlet
Kohl's,1189833,08-04-2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,600.00,300000.00,75000.00,0.25,Outlet
Kohl's,1189833,09-04-2021,West,California,Los Angeles,Women's Street Footwear,50.00,625.00,312500.00,125000.00,0.40,Outlet
Kohl's,1189833,10-04-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,525.00,236250.00,82687.50,0.35,Outlet
Kohl's,1189833,11-04-2021,West,California,Los Angeles,Men's Apparel,50.00,425.00,212500.00,116875.00,0.55,Outlet
Kohl's,1189833,12-04-2021,West,California,Los Angeles,Women's Apparel,65.00,600.00,390000.00,78000.00,0.20,Outlet
Kohl's,1189833,13-04-2021,West,California,Los Angeles,Men's Street Footwear,45.00,800.00,360000.00,144000.00,0.40,Outlet
Kohl's,1189833,14-04-2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,650.00,325000.00,81250.00,0.25,Outlet
Kohl's,1189833,15-04-2021,West,California,Los Angeles,Women's Street Footwear,50.00,650.00,325000.00,130000.00,0.40,Outlet
Kohl's,1189833,16-04-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,550.00,247500.00,86625.00,0.35,Outlet
Kohl's,1189833,17-04-2021,West,California,Los Angeles,Men's Apparel,50.00,450.00,225000.00,123750.00,0.55,Outlet
Kohl's,1189833,18-04-2021,West,California,Los Angeles,Women's Apparel,65.00,625.00,406250.00,81250.00,0.20,Outlet
Kohl's,1189833,19-04-2021,West,California,Los Angeles,Men's Street Footwear,45.00,900.00,405000.00,162000.00,0.40,Outlet
Kohl's,1189833,20-04-2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,750.00,375000.00,93750.00,0.25,Outlet
Kohl's,1189833,21-04-2021,West,California,Los Angeles,Women's Street Footwear,50.00,750.00,375000.00,150000.00,0.40,Outlet
Kohl's,1189833,22-04-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,625.00,281250.00,98437.50,0.35,Outlet
Kohl's,1189833,23-04-2021,West,California,Los Angeles,Men's Apparel,50.00,500.00,250000.00,137500.00,0.55,Outlet
Kohl's,1189833,24-04-2021,West,California,Los Angeles,Women's Apparel,65.00,800.00,520000.00,104000.00,0.20,Outlet
Kohl's,1189833,25-04-2021,West,California,Los Angeles,Men's Street Footwear,45.00,950.00,427500.00,171000.00,0.40,Outlet
Kohl's,1189833,26-04-2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,800.00,400000.00,100000.00,0.25,Outlet
Kohl's,1189833,27-04-2021,West,California,Los Angeles,Women's Street Footwear,50.00,750.00,375000.00,150000.00,0.40,Outlet
Kohl's,1189833,28-04-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,650.00,292500.00,102375.00,0.35,Outlet
Kohl's,1189833,29-04-2021,West,California,Los Angeles,Men's Apparel,50.00,700.00,350000.00,192500.00,0.55,Outlet
Kohl's,1189833,30-04-2021,West,California,Los Angeles,Women's Apparel,65.00,700.00,455000.00,91000.00,0.20,Outlet
Kohl's,1189833,01-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,900.00,450000.00,180000.00,0.40,Outlet
Kohl's,1189833,02-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850.00,467500.00,116875.00,0.25,Outlet
Kohl's,1189833,03-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,725.00,362500.00,145000.00,0.40,Outlet
Kohl's,1189833,04-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,675.00,337500.00,118125.00,0.35,Outlet
Kohl's,1189833,05-05-2021,West,California,Los Angeles,Men's Apparel,60.00,675.00,405000.00,222750.00,0.55,Outlet
Kohl's,1189833,06-05-2021,West,California,Los Angeles,Women's Apparel,65.00,650.00,422500.00,84500.00,0.20,Outlet
Kohl's,1189833,07-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,850.00,425000.00,170000.00,0.40,Outlet
Kohl's,1189833,08-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850.00,467500.00,116875.00,0.25,Outlet
Kohl's,1189833,09-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,700.00,350000.00,140000.00,0.40,Outlet
Kohl's,1189833,10-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650.00,325000.00,113750.00,0.35,Outlet
Kohl's,1189833,11-05-2021,West,California,Los Angeles,Men's Apparel,60.00,650.00,390000.00,214500.00,0.55,Outlet
Kohl's,1189833,12-05-2021,West,California,Los Angeles,Women's Apparel,65.00,700.00,455000.00,91000.00,0.20,Outlet
Kohl's,1189833,13-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,800.00,400000.00,160000.00,0.40,Outlet
Kohl's,1189833,14-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,800.00,440000.00,110000.00,0.25,Outlet
Kohl's,1189833,15-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,650.00,325000.00,130000.00,0.40,Outlet
Kohl's,1189833,16-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,625.00,312500.00,109375.00,0.35,Outlet
Kohl's,1189833,17-05-2021,West,California,Los Angeles,Men's Apparel,60.00,600.00,360000.00,198000.00,0.55,Outlet
Kohl's,1189833,18-05-2021,West,California,Los Angeles,Women's Apparel,65.00,650.00,422500.00,84500.00,0.20,Outlet
Kohl's,1189833,19-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,825.00,412500.00,165000.00,0.40,Outlet
Kohl's,1189833,20-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,825.00,453750.00,113437.50,0.25,Outlet
Kohl's,1189833,21-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,675.00,337500.00,135000.00,0.40,Outlet
Kohl's,1189833,22-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650.00,325000.00,113750.00,0.35,Outlet
Kohl's,1189833,23-05-2021,West,California,Los Angeles,Men's Apparel,60.00,600.00,360000.00,198000.00,0.55,Outlet
Kohl's,1189833,24-05-2021,West,California,Los Angeles,Women's Apparel,65.00,700.00,455000.00,91000.00,0.20,Outlet
Kohl's,1189833,25-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,900.00,450000.00,180000.00,0.40,Outlet
Kohl's,1189833,26-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,900.00,495000.00,123750.00,0.25,Outlet
Kohl's,1189833,27-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,700.00,350000.00,140000.00,0.40,Outlet
Kohl's,1189833,28-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,700.00,350000.00,122500.00,0.35,Outlet
Kohl's,1189833,29-05-2021,West,California,Los Angeles,Men's Apparel,60.00,625.00,375000.00,206250.00,0.55,Outlet
Kohl's,1189833,30-05-2021,West,California,Los Angeles,Women's Apparel,65.00,725.00,471250.00,94250.00,0.20,Outlet
Foot Locker,1185732,31-05-2021,West,California,Los Angeles,Men's Street Footwear,45.00,475.00,213750.00,85500.00,0.40,Outlet
Foot Locker,1185732,01-06-2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,275.00,123750.00,43312.50,0.35,Outlet
Foot Locker,1185732,02-06-2021,West,California,Los Angeles,Women's Street Footwear,35.00,275.00,96250.00,33687.50,0.35,Outlet
Foot Locker,1185732,03-06-2021,West,California,Los Angeles,Women's Athletic Footwear,40.00,125.00,50000.00,20000.00,0.40,Outlet
Foot Locker,1185732,04-06-2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175.00,96250.00,33687.50,0.35,Outlet
Foot Locker,1185732,05-06-2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275.00,123750.00,61875.00,0.50,Outlet
Foot Locker,1185732,06-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,45.00,525.00,236250.00,94500.00,0.40,Outlet
Foot Locker,1185732,07-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,175.00,78750.00,27562.50,0.35,Outlet
Foot Locker,1185732,08-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,35.00,225.00,78750.00,27562.50,0.35,Outlet
Foot Locker,1185732,09-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,100.00,40000.00,16000.00,0.40,Outlet
Foot Locker,1185732,10-06-2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175.00,96250.00,33687.50,0.35,Outlet
Foot Locker,1185732,11-06-2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275.00,123750.00,61875.00,0.50,Outlet
Foot Locker,1185732,12-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,495.00,247500.00,99000.00,0.40,Outlet
Foot Locker,1185732,13-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,200.00,100000.00,35000.00,0.35,Outlet
Foot Locker,1185732,14-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,225.00,90000.00,31500.00,0.35,Outlet
Foot Locker,1185732,15-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75.00,33750.00,13500.00,0.40,Outlet
Foot Locker,1185732,16-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125.00,75000.00,26250.00,0.35,Outlet
Foot Locker,1185732,17-06-2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225.00,112500.00,56250.00,0.50,Outlet
Foot Locker,1185732,18-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,450.00,225000.00,90000.00,0.40,Outlet
Foot Locker,1185732,19-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,150.00,75000.00,26250.00,0.35,Outlet
Foot Locker,1185732,20-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,150.00,60000.00,21000.00,0.35,Outlet
Foot Locker,1185732,21-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75.00,33750.00,13500.00,0.40,Outlet
Foot Locker,1185732,22-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,100.00,60000.00,21000.00,0.35,Outlet
Foot Locker,1185732,23-06-2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225.00,112500.00,56250.00,0.50,Outlet
Foot Locker,1185732,24-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,495.00,297000.00,118800.00,0.40,Outlet
Foot Locker,1185732,25-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.00,200.00,110000.00,38500.00,0.35,Outlet
Foot Locker,1185732,26-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,175.00,87500.00,30625.00,0.35,Outlet
Foot Locker,1185732,27-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,100.00,50000.00,20000.00,0.40,Outlet
Foot Locker,1185732,28-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125.00,75000.00,26250.00,0.35,Outlet
Foot Locker,1185732,29-06-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250.00,162500.00,81250.00,0.50,Outlet
Foot Locker,1185732,30-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500.00,250000.00,100000.00,0.40,Outlet
Foot Locker,1185732,01-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,250.00,112500.00,39375.00,0.35,Outlet
Foot Locker,1185732,02-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200.00,80000.00,28000.00,0.35,Outlet
Foot Locker,1185732,03-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175.00,70000.00,28000.00,0.40,Outlet
Foot Locker,1185732,04-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175.00,87500.00,30625.00,0.35,Outlet
Foot Locker,1185732,05-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,350.00,192500.00,96250.00,0.50,Outlet
Foot Locker,1185732,06-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,575.00,287500.00,115000.00,0.40,Outlet
Foot Locker,1185732,07-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325.00,146250.00,51187.50,0.35,Outlet
Foot Locker,1185732,08-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250.00,100000.00,35000.00,0.35,Outlet
Foot Locker,1185732,09-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,200.00,80000.00,32000.00,0.40,Outlet
Foot Locker,1185732,10-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,225.00,112500.00,39375.00,0.35,Outlet
Foot Locker,1185732,11-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,400.00,220000.00,110000.00,0.50,Outlet
Foot Locker,1185732,12-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,550.00,275000.00,110000.00,0.40,Outlet
Foot Locker,1185732,13-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325.00,146250.00,51187.50,0.35,Outlet
Foot Locker,1185732,14-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250.00,100000.00,35000.00,0.35,Outlet
Foot Locker,1185732,15-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,225.00,90000.00,36000.00,0.40,Outlet
Foot Locker,1185732,16-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,200.00,100000.00,35000.00,0.35,Outlet
Foot Locker,1185732,17-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,375.00,206250.00,103125.00,0.50,Outlet
Foot Locker,1185732,18-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500.00,250000.00,100000.00,0.40,Outlet
Foot Locker,1185732,19-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,300.00,135000.00,47250.00,0.35,Outlet
Foot Locker,1185732,20-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200.00,80000.00,28000.00,0.35,Outlet
Foot Locker,1185732,21-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175.00,70000.00,28000.00,0.40,Outlet
Foot Locker,1185732,22-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175.00,87500.00,30625.00,0.35,Outlet
Foot Locker,1185732,23-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,250.00,137500.00,68750.00,0.50,Outlet
Foot Locker,1185732,24-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,425.00,255000.00,102000.00,0.40,Outlet
Foot Locker,1185732,25-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250.00,125000.00,43750.00,0.35,Outlet
Foot Locker,1185732,26-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,150.00,75000.00,26250.00,0.35,Outlet
Foot Locker,1185732,27-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,125.00,62500.00,25000.00,0.40,Outlet
Foot Locker,1185732,28-07-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125.00,75000.00,26250.00,0.35,Outlet
Foot Locker,1185732,29-07-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250.00,162500.00,81250.00,0.50,Outlet
Foot Locker,1185732,30-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,400.00,240000.00,96000.00,0.40,Outlet
Foot Locker,1185732,31-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250.00,125000.00,43750.00,0.35,Outlet
Foot Locker,1185732,01-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,195.00,97500.00,34125.00,0.35,Outlet
Foot Locker,1185732,02-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,175.00,87500.00,35000.00,0.40,Outlet
Foot Locker,1185732,03-08-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,150.00,90000.00,31500.00,0.35,Outlet
Foot Locker,1185732,04-08-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250.00,162500.00,81250.00,0.50,Outlet
Foot Locker,1185732,05-08-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,500.00,300000.00,120000.00,0.40,Outlet
Foot Locker,1185732,06-08-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,300.00,150000.00,52500.00,0.35,Outlet
Foot Locker,1185732,07-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,250.00,125000.00,43750.00,0.35,Outlet
Foot Locker,1185732,08-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,200.00,100000.00,40000.00,0.40,Outlet
Foot Locker,1185732,09-08-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,200.00,120000.00,42000.00,0.35,Outlet
Foot Locker,1185732,10-08-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,300.00,195000.00,97500.00,0.50,Outlet
Sports Direct,1197831,11-08-2021,Midwest,Illinois,Chicago,Men's Street Footwear,20.00,725.00,145000.00,43500.00,0.30,Outlet
Sports Direct,1197831,12-08-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30.00,725.00,217500.00,65250.00,0.30,Outlet
Sports Direct,1197831,13-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,30.00,525.00,157500.00,47250.00,0.30,Outlet
Sports Direct,1197831,14-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35.00,525.00,183750.00,73500.00,0.40,Outlet
Sports Direct,1197831,15-08-2021,South,Texas,Dallas,Men's Apparel,40.00,375.00,150000.00,37500.00,0.25,Outlet
Sports Direct,1197831,16-08-2021,South,Texas,Dallas,Women's Apparel,35.00,525.00,183750.00,82687.50,0.45,Outlet
Sports Direct,1197831,17-08-2021,South,Texas,Dallas,Men's Street Footwear,25.00,675.00,168750.00,50625.00,0.30,Outlet
Sports Direct,1197831,18-08-2021,South,Texas,Dallas,Men's Athletic Footwear,35.00,650.00,227500.00,68250.00,0.30,Outlet
Sports Direct,1197831,19-08-2021,South,Texas,Dallas,Women's Street Footwear,35.00,475.00,166250.00,49875.00,0.30,Outlet
Sports Direct,1197831,20-08-2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,425.00,148750.00,59500.00,0.40,Outlet
Sports Direct,1197831,21-08-2021,South,Texas,Dallas,Men's Apparel,40.00,300.00,120000.00,30000.00,0.25,Outlet
Sports Direct,1197831,22-08-2021,South,Texas,Dallas,Women's Apparel,35.00,500.00,175000.00,78750.00,0.45,Outlet
Sports Direct,1197831,23-08-2021,South,Texas,Dallas,Men's Street Footwear,30.00,675.00,202500.00,70875.00,0.35,Outlet
